datasource;status
Bio2RDF::GenBank;HttpException: java.net.UnknownHostException: genbank.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: genbank.bio2rdf.org
OpenUpLabs COINS;HttpException: java.net.UnknownHostException: gov.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: gov.tso.co.uk
OpenUpLabs Transport;HttpException: java.net.UnknownHostException: gov.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: gov.tso.co.uk
OpenUpLabs DCLG;HttpException: java.net.UnknownHostException: gov.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: gov.tso.co.uk
OpenUpLabs Legislation;HttpException: java.net.UnknownHostException: gov.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: gov.tso.co.uk
Sensores de IntelliDomo;HttpException: java.net.UnknownHostException: http: Unexpected error making the query: java.net.UnknownHostException: http
Fatal Traffic Accidents in greek roads;HttpException: java.net.UnknownHostException: http: Unexpected error making the query: java.net.UnknownHostException: http
Bio2RDF::Iproclass;HttpException: java.net.UnknownHostException: iproclass.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: iproclass.bio2rdf.org
LATC Linksets;HttpException: java.net.UnknownHostException: kwijibo.talis.com: Unexpected error making the query: java.net.UnknownHostException: kwijibo.talis.com
Bio2RDF::Linkedspl;HttpException: java.net.UnknownHostException: linkedspl.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: linkedspl.bio2rdf.org
LODRussia Nano;HttpException: java.net.UnknownHostException: lod.my-eventos.com: Unexpected error making the query: java.net.UnknownHostException: lod.my-eventos.com
TaxonConcept Knowledge Base;HttpException: java.net.UnknownHostException: lsd.taxonconcept.org: Unexpected error making the query: java.net.UnknownHostException: lsd.taxonconcept.org
Kjente bygninger i Oslo;HttpException: java.net.UnknownHostException: opendata.computas.no: Unexpected error making the query: java.net.UnknownHostException: opendata.computas.no
Legislation API;HttpException: java.net.UnknownHostException: openuplabs.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: openuplabs.tso.co.uk
OpenUpLabs Education;HttpException: java.net.UnknownHostException: openuplabs.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: openuplabs.tso.co.uk
Legislation API;HttpException: java.net.UnknownHostException: openuplabs.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: openuplabs.tso.co.uk
Combined Online Information System;HttpException: java.net.UnknownHostException: openuplabs.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: openuplabs.tso.co.uk
OpenUpLabs Geographic;HttpException: java.net.UnknownHostException: os.services.tso.co.uk: Unexpected error making the query: java.net.UnknownHostException: os.services.tso.co.uk
Bio2RDF::Pathwaycommons;HttpException: java.net.UnknownHostException: pathwaycommons.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: pathwaycommons.bio2rdf.org
Bio2RDF::Reactome;HttpException: java.net.UnknownHostException: reactome.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: reactome.bio2rdf.org
Catálogo de Datos de Asturias;HttpException: java.net.UnknownHostException: risp.asturias.es: Unexpected error making the query: java.net.UnknownHostException: risp.asturias.es
INSEMTIVES;HttpException: java.net.UnknownHostException: services.insemtives.eu: Unexpected error making the query: java.net.UnknownHostException: services.insemtives.eu
Linked Food;HttpException: java.net.UnknownHostException: sparql.linkedfood.org: Unexpected error making the query: java.net.UnknownHostException: sparql.linkedfood.org
Traditional Korean Medicine Ontology;HttpException: java.net.UnknownHostException: tkm.kiom.re.kr: Unexpected error making the query: java.net.UnknownHostException: tkm.kiom.re.kr
SPQR;HttpException: java.net.UnknownHostException: triples.cerch.kcl.ac.uk: Unexpected error making the query: java.net.UnknownHostException: triples.cerch.kcl.ac.uk
Twarql;HttpException: java.net.UnknownHostException: twarql.org: Unexpected error making the query: java.net.UnknownHostException: twarql.org
UniSTS;HttpException: java.net.UnknownHostException: unists.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: unists.bio2rdf.org
Bio2RDF::Wikipathways;HttpException: java.net.UnknownHostException: wikipathways.bio2rdf.org: Unexpected error making the query: java.net.UnknownHostException: wikipathways.bio2rdf.org
Flyted;HttpException: java.net.UnknownHostException: www.open-biomed.org.uk: Unexpected error making the query: java.net.UnknownHostException: www.open-biomed.org.uk
flyatlas;HttpException: java.net.UnknownHostException: www.open-biomed.org.uk: Unexpected error making the query: java.net.UnknownHostException: www.open-biomed.org.uk
TCMGeneDIT Dataset;HttpException: java.net.UnknownHostException: www.open-biomed.org.uk: Unexpected error making the query: java.net.UnknownHostException: www.open-biomed.org.uk
Bdgp;HttpException: java.net.UnknownHostException: www.open-biomed.org.uk: Unexpected error making the query: java.net.UnknownHostException: www.open-biomed.org.uk
Flybase;HttpException: java.net.UnknownHostException: www.open-biomed.org.uk: Unexpected error making the query: java.net.UnknownHostException: www.open-biomed.org.uk
Legislation SPARQL API;HttpException: org.apache.http.client.ClientProtocolException: Unexpected error making the query: org.apache.http.client.ClientProtocolException
ThIST;no spatial
Bio2RDF::Mgi;no spatial
Bio2RDF::Hgnc;no spatial
Bio2RDF::Dbsnp;no spatial
IATI as Linked Data;no spatial
BioModels RDF;no spatial
Bio2RDF::Orphanet;no spatial
Bio2RDF::Gendr;no spatial
BioSamples RDF;no spatial
B3Kat - Library Union Catalogues of Bavaria, Berlin and Brandenburg;no spatial
Bio2RDF::Irefindex;no spatial
Bio2RDF::Ctd;no spatial
Bio2RDF::Affymetrix;no spatial
Bio2RDF::Ncbigene;no spatial
Federal Reserve Board (FRB) Linked Data;no spatial
Bio2RDF::Bioportal;no spatial
Bio2RDF::Homologene;no spatial
Bank for International Settlements (BIS) Linked Data;no spatial
Australian Bureau of Statistics (ABS) Linked Data;no spatial
Bio2RDF::Biomodels;no spatial
Bio2RDF::Wormbase;no spatial
Bio2RDF::Sider;no spatial
Bio2RDF::Pubmed;no spatial
Bio2RDF::Clinicaltrials;no spatial
Bio2RDF::Genage;no spatial
ChEMBL RDF;no spatial
Identifiers.org;no spatial
Bio2RDF::Omim;no spatial
DisGeNET;no spatial
Bio2RDF::Drugbank;no spatial
Bio2RDF::Lsr;no spatial
Bio2RDF::Interpro;no spatial
Resilient Computing Courseware (RKBExplorer);no spatial
UNESCO Institute for Statistics (UIS) Linked Data;no spatial
MetaLex Document Server;no spatial
UniProt databases;no spatial
eagle-i@ University of Puerto Rico - Medical Sciences Campus;no spatial
Budapest University of Technology and Economics (RKBExplorer);no spatial
ASN:US;no spatial
RISKS Digest (RKBExplorer);no spatial
Web Science Conference (RKBExplorer);no spatial
European Central Bank (ECB) Linked Data;no spatial
eagle-i @ Montana State University;no spatial
reference.data.gov.uk;no spatial
eagle-i @ University of Alaska Fairbanks;no spatial
Universität Ulm (RKBExplorer);no spatial
International Monetary Fund (IMF) Linked Data;no spatial
eagle-i @ Dartmouth College;no spatial
Università di Pisa (RKBExplorer);no spatial
LinkedSpending: OpenSpending becomes Linked Open Data;no spatial
Open Archive Initiative Harvest over OAI-PMH (RKBExplorer);no spatial
Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data;no spatial
Lista de  Encabezamientos de Materia as Linked Open Data;no spatial
The Eurostat Linked Data;no spatial
dbnary;no spatial
eagle-i @ Xavier University of Louisiana;no spatial
eagle-i @ Florida Agricultural and Mechanical University;no spatial
Open Data from the Italian National Research Council;no spatial
ICANE;no spatial
UNESCO Thesaurus;no spatial
SADI Semantic Web Services framework registry;no spatial
eagle-i @ University of Texas at El Paso;no spatial
National Digital Data Archive of Hungary (partial);no spatial
Transparency International Linked Data;no spatial
Orthology and Diseases Information - OGO;no spatial
rkb-explorer-foreign;no spatial
DBLP in RDF (L3S);no spatial
datos.bne.es;no spatial
A Short Biographical Dictionary of English Literature (RKBExplorer);no spatial
eagle-i @ Universidad Central del Caribe;no spatial
Université Paul Sabatier - Toulouse 3 (RKB Explorer);no spatial
UN/LOCODE (RKBExplorer);no spatial
ePrints Harvest (RKBExplorer);no spatial
Association for Computing Machinery (ACM) (RKBExplorer);no spatial
Linked Clean Energy Data (reegle.info);no spatial
Organisation for Economic Co-operation and Development (OECD) Linked Data;no spatial
epsrc;no spatial
OpenEI - Open Energy Info;no spatial
WordNet (RKBExplorer);no spatial
Nobel Prizes;no spatial
Technische Universität Darmstadt (RKBExplorer);no spatial
Fundação da Faculdade de Ciencas da Universidade de Lisboa (RKBExplorer);no spatial
digitaleconomy;no spatial
Archives Hub Linked Data;no spatial
STW Thesaurus for Economics;no spatial
Deep Blue (RKBExplorer);no spatial
IEEE Papers (RKBExplorer);no spatial
eagle-i @ Charles R. Drew University;no spatial
ReSIST MSc in Resilient Computing Curriculum (RKBExplorer);no spatial
eagle-i @ Morehouse School of Medicine;no spatial
Research Assessment Exercise 2001 (RKBExplorer);no spatial
National Science Foundation (RKBExplorer);no spatial
eagle-i @ Harvard University;no spatial
CulturaLinkedData;no spatial
SymbolicData;no spatial
Hungarian National Library (NSZL) catalog;no spatial
AragoDBpedia;no spatial
DBLP Computer Science Bibliography (RKBExplorer);no spatial
Ordnance Survey (RKBExplorer);no spatial
eagle-i @ University of Hawai’i at Mānoa;no spatial
IBM Research GmbH (RKBExplorer);no spatial
statistics.data.gov.uk;no spatial
CiteSeer (Research Index) (RKBExplorer);no spatial
Università degli studi di Roma "La Sapienza" (RKBExplorer);no spatial
Diverse Italian ReSIST Partner Institutions (RKBExplorer);no spatial
Geological Survey of Austria (GBA) - Thesaurus;no spatial
ReSIST Resilience Mechanisms (RKBExplorer.com);no spatial
ReSIST Project Wiki (RKBExplorer);no spatial
German labor law thesaurus;no spatial
eagle-i @ University of Texas at San Antonio;no spatial
roni;no spatial
Allie Abbreviation And Long Form Database in Life Science;no spatial
Geological Survey of Austria (GBA) - Thesaurus;no spatial
eagle-i @ Jackson State University;no spatial
ePrints3 Institutional Archive Collection (RKBExplorer);no spatial
Linked Movie DataBase;no spatial
data.open.ac.uk, Linked Data from the Open University;no spatial
crm;no spatial
Community R&D Information Service (CORDIS) (RKBExplorer);no spatial
Educational programs - SISVU;no spatial
Institut Eurécom (RKBExplorer);no spatial
Geological Survey of Austria (GBA) - Thesaurus;no spatial
eagle-i @ Ponce School of Medicine;no spatial
University of Newcastle upon Tyne (RKBExplorer);no spatial
Food and Agriculture Organization of the United Nations (FAO) Linked Data;no spatial
School of Electronics and Computer Science, University of Southampton (RKBExplorer);no spatial
KEGG Pathway;no spatial
data-hnm-hu - Hungarian National Museum Datasets;no spatial
morelab;no spatial
UniProt;no spatial
DEPLOY (RKBExplorer);no spatial
ERA - Australian Research Council publication ratings (RKBExplorer);no spatial
UK JISC (RKBExplorer);no spatial
Organic Edunet Linked Open Data;no spatial
Vytautas Magnus University, Kaunas (RKBExplorer);no spatial
eagle-i @ Oregon Health and Science University;no spatial
UNESCO Thesaurus;no spatial
WebIsALOD;no spatial
IMGpedia;no spatial
Thesaurus BNCF;no spatial
GovAgriBus Denmark;no spatial
FOODpedia - Linked Data Dataset about Food Products and Ingredients;no spatial
Archivi ISMA;no spatial
The CIARD RING;no spatial
Greek Wordnet;no spatial
France Telecom Recherche et Développement (RKBExplorer);no spatial
LAAS-CNRS (RKBExplorer);no spatial
Bio2RDF::GOA;no spatial
eagle-i @ Texas Southern University;no spatial
AGROVOC;no spatial
MORElab;no spatial
LDQM - Accessibility of DBpedia resources;no spatial
scholarlydata;no spatial
PreMOn (Predicate Model for Ontologies);no spatial
LODStats;no spatial
BabelNet;no spatial
ELTE Digital Institutional Repository (EDIT);no spatial
OntoBeef Domain;no spatial
RISM Authority data;no spatial
English Heritage Periods List;no spatial
AGRIS;no spatial
LinkedDrugs: Linked Drug Product Data on a Global Scale;no spatial
LinkedUp Catalogue of Educational Datasets;no spatial
Energy efficiency assessments and improvements;no spatial
PanLex;no spatial
Wings workflow provenance dataset;no spatial
TED Talks;no spatial
Library of Evosmos Bibliographic Data;no spatial
J-GLOBAL knowledge;no spatial
WikiPathways;no spatial
European Television Heritage;no spatial
eagle-i @ Tuskegee University;no spatial
eagle-i @ Meharry Medical College;no spatial
eagle-i @ Hunter College;no spatial
eagle-i @ Howard University;no spatial
eagle-i @ The City College of New York;no spatial
eagle-i @ Clark Atlanta University;no spatial
Geological Institute (JCC) — thesaurus;no spatial
JISC Open Bibliography British National Bibliography dataset;org.apache.jena.atlas.json.JsonParseException: Illegal: [STRING2:boolean]
Linked Life Data;org.apache.jena.atlas.json.JsonParseException: Not a JSON object START: [LT]
The Getty Thesaurus of Geographic Names;org.apache.jena.atlas.json.JsonParseException: Not a JSON object START: [LT]
Kidney and Urinary Pathway Knowledge Base;org.apache.jena.atlas.json.JsonParseException: Not a JSON object START: [null]
Foodista;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Open Discovery Space (ODS);org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Semantic CrunchBase;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Federal Reserve Economic Data RDF;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Linked TCGA;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Procomún SPARQL;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Pali English Lexicon;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Invitations to Tender and Contracts Oct-Dec 2014;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
HM Land Registry Price Paid Data;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
AUEB Linked Open Data;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Data catalogue;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Entities around the Basque language;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
SALDO-RDF;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Nature Publishing Group - ALL;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
NERC Vocabulary Server 2.0;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
semantic-web-journal;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Organic Edunet Linked Open Data;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Public Record Office Victoria Semantic Wiki;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Plant;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
ARIADNE;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Euskal Legebiltzarrean ordezkapena duten Alderdi politikoak;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
English Heritage Places;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
English Index of Multiple Deprivation Ranking 2010;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Public Library of Veroia;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Data.gov;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Sanskrit English Lexicon;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Rådata nå!;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Prelinger Archives;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
LinkedCT;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Foodista;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Zhishi.me;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Geographic information at the Biblioteca Virtual Miguel de Cervantes;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Irstea Weather Dataset of the Montoldre Experimental Farm;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Geography;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Apertium RDF;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Revyu.com - Review Anything;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
MusicNet Codex;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Openflights Routes;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Research for Development - R4D open data;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
nomisma;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Salzburgerland Tourismus;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
NASA Space Flight & Astronaut data in RDF;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Renewable Energy Generators;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Yahoo Geoplanet RDF;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Auckland Museum Collections Online;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
Bricklink;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
ECCO-TCP Eighteenth Century Texts Linked Data;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
UN Hazardous Materials Numbers;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/html which is not currently supported for ASK queries
KDATA;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/plain which is not currently supported for ASK queries
kdata;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/plain which is not currently supported for ASK queries
National Diet Library of Japan subject headings;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/plain which is not currently supported for ASK queries
Linked Open Vocabularies (LOV);org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/plain which is not currently supported for ASK queries
Web NDL Authorities - National Diet Library of Japan;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/plain which is not currently supported for ASK queries
firmao;org.apache.jena.query.QueryException: Endpoint returned Content-Type: text/turtle which is not currently supported for ASK queries
Transcription profiling of mouse cell types and tissues (GNF/Novartis);org.apache.jena.riot.RiotException: Invalid request URI
JITA Classification System of Library and Information Science;org.apache.jena.riot.RiotException: Invalid request URI
Street level crime reports for England and Wales;org.apache.jena.sparql.resultset.ResultSetException: Failed when initializing the StAX parsing engine
SEEK-AT-WD ICT tools for education - Web-Share;org.apache.jena.sparql.resultset.ResultSetException: Failed when initializing the StAX parsing engine
Thesaurus BNCF;org.apache.jena.sparql.resultset.ResultSetException: Not a boolean result
AMOn+: Cultural Variations in Interpersonal Communication Ontology;org.apache.jena.sparql.resultset.ResultSetException: Not a boolean result
Korea Intellectual Propert Office(KIPO);org.apache.jena.sparql.resultset.ResultSetException: One or more of the required keys [head, results] was not found
LOD-a-lot;org.apache.jena.sparql.resultset.ResultSetException: One or more of the required keys [head, results] was not found
Lichfield District Council - Spending;org.apache.jena.sparql.resultset.ResultSetException: One or more of the required keys [head, results] was not found
Calendar;org.apache.jena.sparql.resultset.ResultSetException: One or more of the required keys [head, results] was not found
Comprehensive Knowledge Archive Network;spatial
DBpedia-Live;spatial
Terminesp Linked Data;spatial
DBpedia in Portuguese;spatial
Linked Taiwan Geo-Names;spatial
Courts thesaurus;spatial
World Bank Linked Data;spatial
Spanish Linguistic Datasets;spatial
Alpine Ski Racers of Austria;spatial
Korean Institute of Science Technology and Information (RKBExplorer);spatial
GeoLinkedData;spatial
Norwegian geo-divisions;spatial
Events calendar for the University (University of Oxford);spatial
Alexandria Digital Library (ADL) Gazetteer;spatial
COLINDA - Conference Linked Data;spatial
Linked Open Aalto Data Service;spatial
MONDIS;spatial
webconf;spatial
Isidore;spatial
CRTM;spatial
Lotico;spatial
DBpedia in German;spatial
Universidad Técnica Particular de Loja - Linked Open Data;spatial
DBpedia in Basque;spatial
Open Data Thesaurus;spatial
Environment Agency Bathing Water Quality;spatial
Phonetics Information Base and Lexicon (PHOIBLE);spatial
Serendipity;spatial
LinkLion - A Link Repository for the Web of Data;spatial
World War 1 as Linked Open Data;spatial
ISPRA - The Italian Data Buoy Network (RON);spatial
Verrijkt Koninkrijk;spatial
EEA Vocabularies;spatial
Dutch Ships and Sailors;spatial
transport.data.gov.uk;spatial
Enipedia - Energy Industry Data;spatial
data-szepmuveszeti-hu;spatial
Lotico;spatial
Geological Survey of Austria (GBA) - Thesaurus;spatial
OxPoints (University of Oxford);spatial
linkedarc.net archaeological datasets;spatial
Open Data of Ecuador;spatial
Dutch Ships and Sailors;spatial
Indicators Academic Process 2017;spatial
Datos.bcn.cl;spatial
Shoah victims’ names;spatial
DBpedia in Spanish;spatial
Linked Logainm;spatial
education.data.gov.uk;spatial
Social Semantic Web Thesaurus;spatial
Hellenic Fire Brigade;spatial
URIBurner;spatial
Apertium EN-ES;spatial
DBpedia in Japanese;spatial
Linked Crowdsourced Data;spatial
Semantic Web Dog Food Corpus;spatial
houses of culture Caceres;spatial
DATATURCYL - LOD for tourists in Castilla y León (Spain);spatial
DBpedia in Greek;spatial
Perfil del Contratante Cáceres;spatial
CTIC Public Dataset Catalogs;spatial
EIONET RDF Data;spatial
BPR – Bibliography of the Italian Parliament and electoral studies;spatial
DBpedia;spatial
LinkedGeoData;spatial
Imagesnippets Image Descriptions;spatial
Apps using our data (University of Southampton);spatial
FarolApp Streetlight Dataset;spatial
DBpedia Wikidata;spatial
AEMET metereological dataset;spatial
Influence Tracker Dataset;spatial
Muninn World War I;spatial
Medicinal products marketed in Czech Republic;spatial
Hellenic Police;spatial
Geographic Names Information System (GNIS);spatial
DBpedia in Dutch;spatial
DBpedia in French;spatial
ASCDC_LOD;spatial
dotAC (RKBExplorer);spatial
Test Site, LOD Lab 317;spatial
Open Government data Brasil;spatial
OpenMobileNetwork;spatial
DBpedia Commons;spatial
